Manifest,Origin Lic.,Origin Facility,Origin Facility Type,Dest. Lic.,Destination Facility,Dest. Facility Type,Type,Created,Created by User,Received,Received by User,Package,State,Item,Item Category,Shipper Dollar Amount,Receiver Dollar Amount,Actual Ship'd,UoM,Actual Rcv'd,UoM,Count Ship'd,UoM,Count Rcv'd,UoM,Weight Ship'd,UoM,Weight Rcv'd,UoM
0000521648,404R-00040,KARING KIND LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,10/3/2015 8:47:21 PM +00:00,Danielle Donaldson,10/3/2015 8:47:36 PM +00:00,Danielle Donaldson,1A40003126874A8000000770,Accepted,1.0g Syringe,Concentrate (Each),,,1.0000,ea,1.0000,ea,1.00000000,ea,1.00000000,ea,0.00000000,lb,0.00000000,lb
0000524068,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/6/2015 8:18:41 PM +00:00,Gregory Werther,10/7/2015 1:19:55 AM +00:00,Danielle Donaldson,1A40003126874A6000005829,Accepted,BHO,Concentrate,4000.00,,200.0000,g,200.0000,g,0.00000000,ea,0.00000000,ea,0.44092452,lb,0.44092452,lb
0000527213,404R-00099,MOUNTAIN HIGH PRODUCTS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/8/2015 10:17:51 PM +00:00,Haley Montano,10/10/2015 12:45:06 AM +00:00,Danielle Donaldson,1A40003126874E3000003696,Accepted,Wana Edibles,Infused (edible),400.00,,40.0000,ea,40.0000,ea,40.00000000,ea,40.00000000,ea,0.00000000,lb,0.00000000,lb
0000527646,404R-00049,JULIE CAMILLE LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/9/2015 3:11:08 PM +00:00,Justine Bricknell,10/10/2015 12:48:47 AM +00:00,Danielle Donaldson,1A40003126874B1000004487,Accepted,SGK Edibles,Infused (edible),0.10,,2.0000,ea,2.0000,ea,2.00000000,ea,2.00000000,ea,0.00000000,lb,0.00000000,lb
0000527719,404R-00014,DR J's LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/9/2015 3:15:23 PM +00:00,Megan Bialas,10/10/2015 12:47:08 AM +00:00,Danielle Donaldson,1A400031268748E000002811,Accepted,Infused Edibles,Infused (edible),540.00,,60.0000,ea,60.0000,ea,60.00000000,ea,60.00000000,ea,0.00000000,lb,0.00000000,lb
0000528066,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/9/2015 6:53:09 PM +00:00,Gregory Werther,10/10/2015 12:47:15 AM +00:00,Danielle Donaldson,1A40003126874A6000005874,Accepted,BHO,Concentrate,0.31,,30.1400,g,30.1400,g,0.00000000,ea,0.00000000,ea,0.06644733,lb,0.06644733,lb
0000528896,404R-00114,JKC MANUFACTURING LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/12/2015 12:06:30 AM +00:00,Charlotte Peyton,10/13/2015 2:32:17 AM +00:00,Danielle Donaldson,1A40003126874F2000000216,Accepted,Bottles,Infused (edible),1.00,,6.0000,ea,6.0000,ea,6.00000000,ea,6.00000000,ea,0.00000000,lb,0.00000000,lb
0000528957,404R-00040,KARING KIND LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,10/11/2015 6:37:49 PM +00:00,Devin Blair,10/11/2015 8:30:19 PM +00:00,Danielle Donaldson,1A40003126874A8000000792,Accepted,0.5g Syringe,Concentrate (Each),,,151.0000,ea,151.0000,ea,151.00000000,ea,151.00000000,ea,0.00000000,lb,0.00000000,lb
0000528957,404R-00040,KARING KIND LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,10/11/2015 6:37:49 PM +00:00,Devin Blair,10/11/2015 8:30:19 PM +00:00,Danielle Donaldson,1A40003126874A8000000793,Accepted,1.0g Syringe,Concentrate (Each),,,160.0000,ea,160.0000,ea,160.00000000,ea,160.00000000,ea,0.00000000,lb,0.00000000,lb
0000530893,404R-00012,MEDICALLY CORRECT LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/13/2015 6:36:49 PM +00:00,Jessie Greschler,10/14/2015 10:52:55 PM +00:00,Danielle Donaldson,1A400031268748C000007322,Accepted,Parcel - incredibles bars shipped,Infused (edible),840.00,,80.0000,ea,80.0000,ea,80.00000000,ea,80.00000000,ea,0.00000000,lb,0.00000000,lb
0000531724,404R-00049,JULIE CAMILLE LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/14/2015 2:01:31 PM +00:00,Justine Bricknell,10/14/2015 10:53:01 PM +00:00,Danielle Donaldson,1A40003126874B1000004557,Accepted,SGK Edibles,Infused (edible),504.00,,120.0000,ea,120.0000,ea,120.00000000,ea,120.00000000,ea,0.00000000,lb,0.00000000,lb
0000532736,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/14/2015 9:50:16 PM +00:00,Francisco Lira,,,1A40003126874A6000005957,Shipped,BHO,Concentrate,12000.00,,500.0000,g,,,0.00000000,ea,0.00000000,ea,1.10231131,lb,0.00000000,lb
0000532736,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/14/2015 9:50:16 PM +00:00,Francisco Lira,,,1A40003126874A6000005961,Shipped,BHO,Concentrate,0.07,,6.4800,g,,,0.00000000,ea,0.00000000,ea,0.01428595,lb,0.00000000,lb
0000532776,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/14/2015 10:19:46 PM +00:00,Francisco Lira,10/15/2015 1:24:37 AM +00:00,Danielle Donaldson,1A40003126874A6000005957,Accepted,BHO,Concentrate,6000.00,,250.0000,g,250.0000,g,0.00000000,ea,0.00000000,ea,0.55115566,lb,0.55115566,lb
0000532776,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/14/2015 10:19:46 PM +00:00,Francisco Lira,10/15/2015 1:24:37 AM +00:00,Danielle Donaldson,1A40003126874A6000005961,Accepted,BHO,Concentrate,0.07,,6.4800,g,6.4800,g,0.00000000,ea,0.00000000,ea,0.01428595,lb,0.01428595,lb
0000532776,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/14/2015 10:19:46 PM +00:00,Francisco Lira,10/15/2015 1:24:37 AM +00:00,Danielle Donaldson,1A40003126874A6000005963,Accepted,BHO,Concentrate,6000.00,,250.0000,g,250.0000,g,0.00000000,ea,0.00000000,ea,0.55115566,lb,0.55115566,lb
0000533297,404R-00040,KARING KIND LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,10/15/2015 3:24:20 PM +00:00,Devin Blair,10/16/2015 1:30:06 AM +00:00,Danielle Donaldson,1A40003126874A8000000801,Accepted,250mg Cartridges,Concentrate (Each),,,1.0000,ea,1.0000,ea,1.00000000,ea,1.00000000,ea,0.00000000,lb,0.00000000,lb
0000535267,404R-00099,MOUNTAIN HIGH PRODUCTS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,10/16/2015 10:39:30 PM +00:00,Casey Hogan,10/18/2015 2:05:00 AM +00:00,Danielle Donaldson,1A40003126874E3000002556,Accepted,Wana Edibles,Infused (edible),,,63.0000,ea,63.0000,ea,63.00000000,ea,63.00000000,ea,0.00000000,lb,0.00000000,lb
0000535267,404R-00099,MOUNTAIN HIGH PRODUCTS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,10/16/2015 10:39:30 PM +00:00,Casey Hogan,10/18/2015 2:05:00 AM +00:00,Danielle Donaldson,1A40003126874E3000002580,Accepted,Wana Edibles,Infused (edible),,,6.0000,ea,6.0000,ea,6.00000000,ea,6.00000000,ea,0.00000000,lb,0.00000000,lb
0000537411,404R-00017,GREEN CROSS COLORADO LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,10/20/2015 1:03:23 PM +00:00,Ian Secora,10/21/2015 4:04:54 AM +00:00,Danielle Donaldson,1A4000312687491000011472,Accepted,Finished Cannapunch product,Infused (edible),,,80.0000,ea,80.0000,ea,80.00000000,ea,80.00000000,ea,0.00000000,lb,0.00000000,lb
0000538143,404R-00010,LEFT BANK LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/20/2015 5:38:34 PM +00:00,Amanda Price,10/22/2015 2:19:34 AM +00:00,Danielle Donaldson,1A400031268748A000015242,Accepted,Delivery Package Non-Edible,Infused (non-edible),120.00,,12.0000,ea,12.0000,ea,12.00000000,ea,12.00000000,ea,0.00000000,lb,0.00000000,lb
0000538143,404R-00010,LEFT BANK LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/20/2015 5:38:34 PM +00:00,Amanda Price,10/22/2015 2:19:34 AM +00:00,Danielle Donaldson,1A400031268748A000015243,Accepted,Delivery Package Non-Edible,Infused (non-edible),234.00,,18.0000,ea,18.0000,ea,18.00000000,ea,18.00000000,ea,0.00000000,lb,0.00000000,lb
0000538143,404R-00010,LEFT BANK LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/20/2015 5:38:34 PM +00:00,Amanda Price,10/22/2015 2:19:34 AM +00:00,Danielle Donaldson,1A400031268748A000015352,Accepted,Delivery Package - Edible,Infused (edible),216.00,,24.0000,ea,24.0000,ea,24.00000000,ea,24.00000000,ea,0.00000000,lb,0.00000000,lb
0000538143,404R-00010,LEFT BANK LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/20/2015 5:38:34 PM +00:00,Amanda Price,10/22/2015 2:19:34 AM +00:00,Danielle Donaldson,1A400031268748A000015353,Accepted,Delivery Package - Edible,Infused (edible),180.00,,20.0000,ea,20.0000,ea,20.00000000,ea,20.00000000,ea,0.00000000,lb,0.00000000,lb
0000538143,404R-00010,LEFT BANK LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/20/2015 5:38:34 PM +00:00,Amanda Price,10/22/2015 2:19:34 AM +00:00,Danielle Donaldson,1A400031268748A000015354,Accepted,Delivery Package - Edible,Infused (edible),180.00,,20.0000,ea,20.0000,ea,20.00000000,ea,20.00000000,ea,0.00000000,lb,0.00000000,lb
0000538143,404R-00010,LEFT BANK LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/20/2015 5:38:34 PM +00:00,Amanda Price,10/22/2015 2:19:34 AM +00:00,Danielle Donaldson,1A400031268748A000015355,Accepted,Delivery Package Non-Edible,Infused (non-edible),120.00,,12.0000,ea,12.0000,ea,12.00000000,ea,12.00000000,ea,0.00000000,lb,0.00000000,lb
0000538542,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/20/2015 8:54:08 PM +00:00,Gregory Werther,10/21/2015 4:05:07 AM +00:00,Danielle Donaldson,1A40003126874A6000006060,Accepted,BHO,Concentrate,4000.00,,201.0000,g,201.0000,g,0.00000000,ea,0.00000000,ea,0.44312915,lb,0.44312915,lb
0000539283,404R-00018,EPMM COLORADO LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/21/2015 4:41:25 PM +00:00,Paul Anderson,10/22/2015 2:19:17 AM +00:00,Danielle Donaldson,1A4000312687492000002893,Accepted,Finished Edipure Sours,Infused (edible),720.00,,72.0000,ea,72.0000,ea,72.00000000,ea,72.00000000,ea,0.00000000,lb,0.00000000,lb
0000539945,404R-00047,CC BRANDS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/21/2015 9:12:35 PM +00:00,Ann McFarland,10/23/2015 3:42:41 AM +00:00,Danielle Donaldson,1A40003126874AF000001058,Accepted,Cheeba - Edible,Infused (edible),1500.00,,150.0000,ea,150.0000,ea,150.00000000,ea,150.00000000,ea,0.00000000,lb,0.00000000,lb
0000540380,404R-00025,VIRGINIAS KITCHEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/22/2015 12:54:24 PM +00:00,Danielle Connolly,10/23/2015 3:42:34 AM +00:00,Danielle Donaldson,1A4000312687499000004647,Accepted,BlueKudu Chocolate (Retail),Infused (edible),950.00,,100.0000,ea,100.0000,ea,100.00000000,ea,100.00000000,ea,0.00000000,lb,0.00000000,lb
0000540722,404R-00040,KARING KIND LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,10/22/2015 3:14:18 PM +00:00,Devin Blair,10/22/2015 4:57:10 PM +00:00,Danielle Donaldson,1A40003126874A8000000819,Accepted,250mg Cartridges,Concentrate (Each),,,70.0000,ea,70.0000,ea,70.00000000,ea,70.00000000,ea,0.00000000,lb,0.00000000,lb
0000540722,404R-00040,KARING KIND LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,10/22/2015 3:14:18 PM +00:00,Devin Blair,10/22/2015 4:57:10 PM +00:00,Danielle Donaldson,1A40003126874A8000000820,Accepted,500mg Cartridges,Concentrate (Each),,,35.0000,ea,35.0000,ea,35.00000000,ea,35.00000000,ea,0.00000000,lb,0.00000000,lb
0000540723,404R-00040,KARING KIND LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,10/22/2015 3:17:58 PM +00:00,Devin Blair,10/22/2015 4:57:17 PM +00:00,Danielle Donaldson,1A40003126874A8000000827,Accepted,0.5g Syringe,Concentrate (Each),,,50.0000,ea,50.0000,ea,50.00000000,ea,50.00000000,ea,0.00000000,lb,0.00000000,lb
0000540723,404R-00040,KARING KIND LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,10/22/2015 3:17:58 PM +00:00,Devin Blair,10/22/2015 4:57:17 PM +00:00,Danielle Donaldson,1A40003126874A8000000829,Accepted,1.0g Syringe,Concentrate (Each),,,50.0000,ea,50.0000,ea,50.00000000,ea,50.00000000,ea,0.00000000,lb,0.00000000,lb
0000541018,404R-00040,KARING KIND LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,10/22/2015 6:04:03 PM +00:00,Danielle Donaldson,10/22/2015 6:04:22 PM +00:00,Danielle Donaldson,1A400031266EEC8000002042,Accepted,shake,Shake/Trim,,,7.5500,g,7.5500,g,0.00000000,ea,0.00000000,ea,0.01664490,lb,0.01664490,lb
0000541018,404R-00040,KARING KIND LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,10/22/2015 6:04:03 PM +00:00,Danielle Donaldson,10/22/2015 6:04:22 PM +00:00,Danielle Donaldson,1A400031266EEC8000002043,Accepted,shake,Shake/Trim,,,2.1200,g,2.1200,g,0.00000000,ea,0.00000000,ea,0.00467380,lb,0.00467380,lb
0000541018,404R-00040,KARING KIND LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,10/22/2015 6:04:03 PM +00:00,Danielle Donaldson,10/22/2015 6:04:22 PM +00:00,Danielle Donaldson,1A400031266EEC8000002045,Accepted,shake,Shake/Trim,,,3.0000,g,3.0000,g,0.00000000,ea,0.00000000,ea,0.00661387,lb,0.00661387,lb
0000541164,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/22/2015 7:06:38 PM +00:00,Gregory Werther,10/23/2015 3:42:26 AM +00:00,Danielle Donaldson,1A40003126874A6000006090,Accepted,BHO,Concentrate,0.28,,27.0900,g,27.0900,g,0.00000000,ea,0.00000000,ea,0.05972323,lb,0.05972323,lb
0000542182,404R-00040,KARING KIND LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,10/23/2015 4:19:57 PM +00:00,Devin Blair,10/23/2015 4:26:09 PM +00:00,Danielle Donaldson,1A40003126874A8000000834,Accepted,250mg Cartridges,Concentrate (Each),,,10.0000,ea,10.0000,ea,10.00000000,ea,10.00000000,ea,0.00000000,lb,0.00000000,lb
0000542182,404R-00040,KARING KIND LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,10/23/2015 4:19:57 PM +00:00,Devin Blair,10/23/2015 4:26:09 PM +00:00,Danielle Donaldson,1A40003126874A8000000835,Accepted,500mg Cartridges,Concentrate (Each),,,20.0000,ea,20.0000,ea,20.00000000,ea,20.00000000,ea,0.00000000,lb,0.00000000,lb
0000547005,404R-00010,LEFT BANK LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/28/2015 5:38:10 PM +00:00,Levi Arthur,10/29/2015 1:35:11 AM +00:00,Danielle Donaldson,1A400031268748A000015814,Accepted,Delivery Package - Concentrate,Concentrate (Each),1.00,,1.0000,ea,1.0000,ea,1.00000000,ea,1.00000000,ea,0.00000000,lb,0.00000000,lb
0000547017,404R-00012,MEDICALLY CORRECT LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/28/2015 5:44:33 PM +00:00,Jessie Greschler,10/29/2015 1:36:49 AM +00:00,Danielle Donaldson,1A400031268748C000007639,Accepted,Parcel - incredibles bars shipped,Infused (edible),840.00,,80.0000,ea,80.0000,ea,80.00000000,ea,80.00000000,ea,0.00000000,lb,0.00000000,lb
0000547176,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/28/2015 7:54:26 PM +00:00,Gregory Werther,10/29/2015 1:35:04 AM +00:00,Danielle Donaldson,1A40003126874A6000005964,Accepted,BHO,Concentrate,0.28,,27.6500,g,27.6500,g,0.00000000,ea,0.00000000,ea,0.06095782,lb,0.06095782,lb
0000547176,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/28/2015 7:54:26 PM +00:00,Gregory Werther,10/29/2015 1:35:04 AM +00:00,Danielle Donaldson,1A40003126874A6000006209,Accepted,BHO,Concentrate,2000.03,,103.0000,g,103.0000,g,0.00000000,ea,0.00000000,ea,0.22707613,lb,0.22707613,lb
0000547176,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/28/2015 7:54:26 PM +00:00,Gregory Werther,10/29/2015 1:35:04 AM +00:00,Danielle Donaldson,1A40003126874A6000006210,Accepted,BHO,Concentrate,9600.00,,400.0000,g,400.0000,g,0.00000000,ea,0.00000000,ea,0.88184905,lb,0.88184905,lb
0000547573,404R-00040,KARING KIND LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,10/28/2015 10:24:31 PM +00:00,Devin Blair,10/29/2015 1:34:56 AM +00:00,Danielle Donaldson,1A40003126874A8000000826,Accepted,500mg Cartridges,Concentrate (Each),,,15.0000,ea,15.0000,ea,15.00000000,ea,15.00000000,ea,0.00000000,lb,0.00000000,lb
0000547573,404R-00040,KARING KIND LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,10/28/2015 10:24:31 PM +00:00,Devin Blair,10/29/2015 1:34:56 AM +00:00,Danielle Donaldson,1A40003126874A8000000850,Accepted,250mg Cartridges,Concentrate (Each),,,35.0000,ea,35.0000,ea,35.00000000,ea,35.00000000,ea,0.00000000,lb,0.00000000,lb
0000547604,404R-00099,MOUNTAIN HIGH PRODUCTS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/28/2015 9:48:07 PM +00:00,Haley Montano,10/30/2015 3:13:38 AM +00:00,Danielle Donaldson,1A40003126874E3000004910,Accepted,Wana Edibles,Infused (edible),800.00,,80.0000,ea,80.0000,ea,80.00000000,ea,80.00000000,ea,0.00000000,lb,0.00000000,lb
0000548461,404R-00122,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/29/2015 4:57:55 PM +00:00,Blythe Ferriere,10/30/2015 3:13:29 AM +00:00,Danielle Donaldson,1A40003126874FA000000227,Accepted,Green Crack Light Caviar,Concentrate,2200.00,,453.0000,g,453.0000,g,0.00000000,ea,0.00000000,ea,0.99869405,lb,0.99869405,lb
0000548461,404R-00122,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/29/2015 4:57:55 PM +00:00,Blythe Ferriere,10/30/2015 3:13:29 AM +00:00,Danielle Donaldson,1A40003126874FA000000228,Accepted,Green Crack Light Caviar,Concentrate,1398.00,,288.0000,g,288.0000,g,0.00000000,ea,0.00000000,ea,0.63493132,lb,0.63493132,lb
0000548461,404R-00122,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/29/2015 4:57:55 PM +00:00,Blythe Ferriere,10/30/2015 3:13:29 AM +00:00,Danielle Donaldson,1A40003126874FA000000232,Accepted,Nedband Light Caviar,Concentrate,2200.00,,453.0000,g,453.0000,g,0.00000000,ea,0.00000000,ea,0.99869405,lb,0.99869405,lb
0000548461,404R-00122,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/29/2015 4:57:55 PM +00:00,Blythe Ferriere,10/30/2015 3:13:29 AM +00:00,Danielle Donaldson,1A40003126874FA000000233,Accepted,Nedband Light Caviar,Concentrate,2200.00,,453.0000,g,453.0000,g,0.00000000,ea,0.00000000,ea,0.99869405,lb,0.99869405,lb
0000548461,404R-00122,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/29/2015 4:57:55 PM +00:00,Blythe Ferriere,10/30/2015 3:13:29 AM +00:00,Danielle Donaldson,1A40003126874FA000000234,Accepted,Nedband Light Caviar,Concentrate,2200.00,,453.0000,g,453.0000,g,0.00000000,ea,0.00000000,ea,0.99869405,lb,0.99869405,lb
0000548461,404R-00122,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/29/2015 4:57:55 PM +00:00,Blythe Ferriere,10/30/2015 3:13:29 AM +00:00,Danielle Donaldson,1A40003126874FA000000235,Accepted,Nedband Light Caviar,Concentrate,2200.00,,453.0000,g,453.0000,g,0.00000000,ea,0.00000000,ea,0.99869405,lb,0.99869405,lb
0000548461,404R-00122,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/29/2015 4:57:55 PM +00:00,Blythe Ferriere,10/30/2015 3:13:29 AM +00:00,Danielle Donaldson,1A40003126874FA000000236,Accepted,Nedband Light Caviar,Concentrate,2200.00,,453.0000,g,453.0000,g,0.00000000,ea,0.00000000,ea,0.99869405,lb,0.99869405,lb
0000548461,404R-00122,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/29/2015 4:57:55 PM +00:00,Blythe Ferriere,10/30/2015 3:13:29 AM +00:00,Danielle Donaldson,1A40003126874FA000000237,Accepted,Nedband Light Caviar,Concentrate,72.00,,15.0000,g,15.0000,g,0.00000000,ea,0.00000000,ea,0.03306934,lb,0.03306934,lb
0000548461,404R-00122,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/29/2015 4:57:55 PM +00:00,Blythe Ferriere,10/30/2015 3:13:29 AM +00:00,Danielle Donaldson,1A40003126874FA000000241,Accepted,Naw Light Caviar,Concentrate,2200.00,,453.0000,g,453.0000,g,0.00000000,ea,0.00000000,ea,0.99869405,lb,0.99869405,lb
0000548461,404R-00122,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/29/2015 4:57:55 PM +00:00,Blythe Ferriere,10/30/2015 3:13:29 AM +00:00,Danielle Donaldson,1A40003126874FA000000242,Accepted,Naw Light Caviar,Concentrate,2200.00,,453.0000,g,453.0000,g,0.00000000,ea,0.00000000,ea,0.99869405,lb,0.99869405,lb
0000548461,404R-00122,HIS WAY HERBS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/29/2015 4:57:55 PM +00:00,Blythe Ferriere,10/30/2015 3:13:29 AM +00:00,Danielle Donaldson,1A40003126874FA000000243,Accepted,Naw Light Caviar,Concentrate,1379.00,,284.0000,g,284.0000,g,0.00000000,ea,0.00000000,ea,0.62611282,lb,0.62611282,lb
0000549604,404R-00049,JULIE CAMILLE LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/30/2015 3:13:32 PM +00:00,Justine Bricknell,10/31/2015 12:07:50 AM +00:00,Danielle Donaldson,1A40003126874B1000004765,Accepted,SGK Edibles,Infused (edible),378.00,,48.0000,ea,48.0000,ea,48.00000000,ea,48.00000000,ea,0.00000000,lb,0.00000000,lb
0000550030,404R-00014,DR J's LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,10/30/2015 6:16:17 PM +00:00,Megan Bialas,10/31/2015 12:07:31 AM +00:00,Danielle Donaldson,1A400031268748E000002939,Accepted,Infused Edibles,Infused (edible),585.00,,65.0000,ea,65.0000,ea,65.00000000,ea,65.00000000,ea,0.00000000,lb,0.00000000,lb
0000552737,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,11/3/2015 6:11:27 PM +00:00,Gregory Werther,11/4/2015 4:05:36 AM +00:00,Danielle Donaldson,1A40003126874A6000006270,Accepted,BHO,Concentrate,12000.00,,450.0000,g,450.0000,g,0.00000000,ea,0.00000000,ea,0.99208018,lb,0.99208018,lb
0000552737,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,11/3/2015 6:11:27 PM +00:00,Gregory Werther,11/4/2015 4:05:36 AM +00:00,Danielle Donaldson,1A40003126874A6000006279,Accepted,BHO,Concentrate,4000.00,,250.0000,g,250.0000,g,0.00000000,ea,0.00000000,ea,0.55115566,lb,0.55115566,lb
0000553316,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,11/3/2015 9:43:26 PM +00:00,Tristan Seyler,11/4/2015 4:06:00 AM +00:00,Danielle Donaldson,1A40003126874A6000006282,Accepted,BHO,Concentrate,0.16,,16.0800,g,16.0800,g,0.00000000,ea,0.00000000,ea,0.03545033,lb,0.03545033,lb
0000556586,404R-00017,GREEN CROSS COLORADO LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,11/6/2015 12:00:07 AM +00:00,Matthew Tursick Portmann,11/6/2015 9:41:24 PM +00:00,Danielle Donaldson,1A4000312687491000011861,Accepted,A Highly Edible,Infused (edible),,,48.0000,ea,48.0000,ea,48.00000000,ea,48.00000000,ea,0.00000000,lb,0.00000000,lb
0000556668,404R-00099,MOUNTAIN HIGH PRODUCTS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,11/5/2015 10:40:38 PM +00:00,Haley Montano,11/7/2015 3:29:54 AM +00:00,Danielle Donaldson,1A40003126874E3000004760,Accepted,Wana Edibles,Infused (edible),800.00,,80.0000,ea,80.0000,ea,80.00000000,ea,80.00000000,ea,0.00000000,lb,0.00000000,lb
0000558855,404R-00047,CC BRANDS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,11/9/2015 4:19:57 PM +00:00,Ann McFarland,11/10/2015 4:05:43 AM +00:00,Danielle Donaldson,1A40003126874AF000001201,Accepted,Cheeba - Edible,Infused (edible),1350.00,,100.0000,ea,100.0000,ea,100.00000000,ea,100.00000000,ea,0.00000000,lb,0.00000000,lb
