"ITEM_NO","DESCR","DESCR_UPR","LONG_DESCR","LONG_DESCR_UPR","SHORT_DESCR","ADDL_DESCR_1","ADDL_DESCR_2","ADDL_DESCR_3","ITEM_TYP","CATEG_COD","SUBCAT_COD","ACCT_COD","LBL_COD","ATTR_COD_1","ATTR_COD_2","ATTR_COD_3","ATTR_COD_4","ATTR_COD_5","ATTR_COD_6","TRK_METH","STAT","STAT_DAT","IS_TXBL","TAX_CATEG_COD","QTY_DECS","PRC_DECS","STK_UNIT","ITEM_VEND_NO","WEIGHT","TARE_COD","CUBE","IS_WEIGHED","ALT_1_UNIT","ALT_1_NUMER","ALT_1_DENOM","ALT_1_WEIGHT","ALT_1_CUBE","ALT_1_PRC_1","ALT_2_UNIT","ALT_2_NUMER","ALT_2_DENOM","ALT_2_WEIGHT","ALT_2_CUBE","ALT_2_PRC_1","ALT_3_UNIT","ALT_3_NUMER","ALT_3_DENOM","ALT_3_WEIGHT","ALT_3_CUBE","ALT_3_PRC_1","ALT_4_UNIT","ALT_4_NUMER","ALT_4_DENOM","ALT_4_WEIGHT","ALT_4_CUBE","ALT_4_PRC_1","ALT_5_UNIT","ALT_5_NUMER","ALT_5_DENOM","ALT_5_WEIGHT","ALT_5_CUBE","ALT_5_PRC_1","PREF_UNIT","PROMPT_FOR_PRC","PROMPT_FOR_COST","PROMPT_FOR_DESCR","WARR_PRD_1","WARR_UNIT_1","WARR_PRD_2","WARR_UNIT_2","SER_NO_REQ_FOR_SAL","SER_PROMPT_COD_1","SER_PROMPT_COD_2","SER_PROMPT_COD_3","PROF_ALPHA_1","PROF_ALPHA_2","PROF_ALPHA_3","PROF_ALPHA_4","PROF_ALPHA_5","PROF_COD_1","PROF_COD_2","PROF_COD_3","PROF_COD_4","PROF_COD_5","PROF_DAT_1","PROF_DAT_2","PROF_DAT_3","PROF_DAT_4","PROF_DAT_5","PROF_NO_1","PROF_NO_2","PROF_NO_3","PROF_NO_4","PROF_NO_5","GRID_DIM_1_TAG","GRID_DIM_2_TAG","GRID_DIM_3_TAG","GRID_DIM_1_TAG_UPR","GRID_DIM_2_TAG_UPR","GRID_DIM_3_TAG_UPR","GRID_ENT_1","GRID_ENT_2","GRID_ENT_3","CELL_BARCOD_PRE","NXT_CELL_BARCOD_NO","PRC_1","BARCOD","PS_PROMPT_COD_1","PS_PROMPT_COD_2","PS_PROMPT_COD_3","IS_ECOMM_ITEM","ECOMM_LST_PUB_DT","ECOMM_LST_PUB_STAT","ECOMM_ON_SPECL_UNTIL","ECOMM_IMG_FILE","ECOMM_TXBL_1","ECOMM_TXBL_2","ECOMM_TXBL_3","URL","ECOMM_NEW","ECOMM_NEW_UNTIL","ECOMM_ON_SPECL","ECOMM_CHRG_FRT","ECOMM_FRT_AMT","VEND_ITEM_NO","LST_COST","DFLT_COST_OF_SLS_PCT","REG_PRC","ALT_1_REG_PRC","ALT_2_REG_PRC","ALT_3_REG_PRC","ALT_4_REG_PRC","ALT_5_REG_PRC","ITEM_IS_MISC","CATEG_SUBCAT","PREF_UNIT_NAM","LST_RECV_DAT","PREF_UNIT_NUMER","PREF_UNIT_DENOM","ECOMM_ITEM_IS_DISCNTBL","IS_FOOD_STMP_ITEM","PROMPT_FOR_UNIT","PROMPT_FOR_CUSTOM_FLDS","MIX_MATCH_COD","PREF_UNIT_WEIGHT","PREF_UNIT_CUBE","PREF_UNIT_REG_PRC","PREF_UNIT_PRC_1","IS_ADM_TKT","DIM_COUNT","DIM_COD","DIM_COD_LABEL","IS_BOM_PAR","IS_KIT_PAR","COPY_FROM_ITEM_NO","BARCOD_3_OF_9","PS_LIN_CUST_FLD_FRM_ID","IS_DISCNTBL","ECOMM_DISC_ON_SAL","ECOMM_LST_CHNG_UTC_DT","ECOMM_NXT_PUB_TYP","ECOMM_PUB_STAT","RS_UTC_DT","RS_STAT","LST_MAINT_DT","LST_MAINT_USR_ID","LST_LCK_DT","ROW_TS"
"I-0201872","Wonderleaf 250mg Super Lemon H","WONDERLEAF 250MG SUPER LEMON H","Wonderleaf 250mg Super Lemon H","WONDERLEAF 250MG SUPER LEMON H","Wonderleaf 250m","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",0.25,,,,,"","","","","","",,,,"",,45,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",15,,,,,,,,"N","CANNIBIS/CONC","EACH","9/6/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,45,"N",0,"","","N","N","","",,"Y","Y","","",,"9/6/2017 08:53:04.333 PM",0,"9/6/2017 02:46:53.000 PM","RACHEL","","0x0000000000293506"
"I-0201873","Camper Guava Lotus Shatter 1g","CAMPER GUAVA LOTUS SHATTER 1G","Camper Guava Lotus Shatter 1g","CAMPER GUAVA LOTUS SHATTER 1G","Camper Guava Lo","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,,,,,"","","","","","",,,,"",,50,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",17,,,,,,,,"N","CANNIBIS/CONC","GRAM","9/6/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,50,"N",0,"","","N","N","","",,"Y","Y","","",,"9/6/2017 10:25:26.807 PM",0,"9/6/2017 04:22:08.000 PM","RACHEL","","0x0000000000293A4B"
"I-0201874","Camper Bubba Berry Wax 1g","CAMPER BUBBA BERRY WAX 1G","Camper Bubba Berry Wax 1g","CAMPER BUBBA BERRY WAX 1G","Camper Bubba Be","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,,,,,"","","","","","",,,,"",,50,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",16,,,,,,,,"N","CANNIBIS/CONC","GRAM","10/18/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,50,"N",0,"","","N","N","","",,"Y","Y","","",,"10/18/2017 08:42:48.493 PM",0,"9/6/2017 04:22:52.000 PM","RACHEL","","0x00000000002D7204"
"I-0201875","Camper CherryPiexWhiteN Wax 1g","CAMPER CHERRYPIEXWHITEN WAX 1G","Camper CherryPiexWhiteN Wax 1g","CAMPER CHERRYPIEXWHITEN WAX 1G","Camper CherryPi","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,,,,,"","","","","","",,,,"",,50,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",17,,,,,,,,"N","CANNIBIS/CONC","GRAM","9/6/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,50,"N",0,"","","N","N","","",,"Y","Y","","",,"9/6/2017 10:25:26.900 PM",0,"9/6/2017 04:23:51.000 PM","RACHEL","","0x0000000000293A4D"
"I-0201876","Lemon Cap 1g","LEMON CAP 1G","Lemon Cap 1g","LEMON CAP 1G","Lemon Cap 1g","","","","I","CANNIBIS","SPECIALS","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1.05,1,,,,"","","","","","",,,,"",,12,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",3.57,,,,,,,,"N","CANNIBIS/SPECIALS","GRAM","9/7/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,12,"N",0,"","","N","N","","",,"Y","Y","","",,"9/21/2017 05:41:57.200 PM",0,"9/21/2017 11:41:58.000 AM","RACHEL","","0x00000000002AAFE1"
"I-0201877","Lemon Cap 3.5g","LEMON CAP 3.5G","Lemon Cap 3.5g","LEMON CAP 3.5G","Lemon Cap 3.5g","","","","I","CANNIBIS","FLOWER","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"1/8th","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",3.6,3.5,,,,"","","","","","",,,,"",,60,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",12.5,,,,,,,,"N","CANNIBIS/FLOWER","1/8th","9/7/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,60,"N",0,"","","N","N","","",,"Y","Y","","",,"9/7/2017 03:31:05.420 PM",0,"9/7/2017 09:16:21.000 AM","RACHEL","","0x000000000029496B"
"I-0201878","Lemon Cap 7g","LEMON CAP 7G","Lemon Cap 7g","LEMON CAP 7G","Lemon Cap 7g","","","","I","CANNIBIS","FLOWER","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"1/4th","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",7.1,7,,,,"","","","","","",,,,"",,110,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",25,,,,,,,,"N","CANNIBIS/FLOWER","1/4th","9/7/2017 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,110,"N",0,"","","N","N","","",,"Y","Y","","",,"9/7/2017 03:31:05.520 PM",0,"9/7/2017 09:16:57.000 AM","RACHEL","","0x000000000029496C"
"I-0201879","Platinum Rolls LA/Bubblegum","PLATINUM ROLLS LA/BUBBLEGUM","Platinum Rolls LA/Bubblegum","PLATINUM ROLLS LA/BUBBLEGUM","Platinum Rolls","","","","I","CANNIBIS","PRE-ROLL","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1.25,1.25,,,,"","","","","","",,,,"",,25,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",12,,,,,,,,"N","CANNIBIS/PRE-ROLL","GRAM","9/7/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,25,"N",0,"","","N","N","","",,"Y","Y","","",,"9/7/2017 04:18:55.340 PM",0,"9/7/2017 10:15:55.000 AM","RACHEL","","0x00000000002949DE"
"I-0201880","Doobiebird 7g","DOOBIEBIRD 7G","Doobiebird 7g","DOOBIEBIRD 7G","Doobiebird 7g","","","","I","CANNIBIS","FLOWER","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"1/4th","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",7.1,7,,,,"","","","","","",,,,"",,110,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",23.44,,,,,,,,"N","CANNIBIS/FLOWER","1/4th","9/8/2017 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,110,"N",0,"","","N","N","","",,"Y","Y","","",,"9/8/2017 04:02:43.820 PM",0,"9/8/2017 09:59:26.000 AM","MAX","","0x00000000002962B1"
"I-0201881","Doobiebird 3.5g","DOOBIEBIRD 3.5G","Doobiebird 3.5g","DOOBIEBIRD 3.5G","Doobiebird 3.5g","","","","I","CANNIBIS","FLOWER","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"1/8th","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",3.6,3.5,,,,"","","","","","",,,,"",,60,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",11.72,,,,,,,,"N","CANNIBIS/FLOWER","1/8th","9/8/2017 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,60,"N",0,"","","N","N","","",,"Y","Y","","",,"9/8/2017 04:02:43.937 PM",0,"9/8/2017 09:58:29.000 AM","MAX","","0x00000000002962B2"
"I-0201882","Doobiebird 1g","DOOBIEBIRD 1G","Doobiebird 1g","DOOBIEBIRD 1G","Doobiebird 1g","","","","I","CANNIBIS","FLOWER","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1.05,1,,,,"","","","","","",,,,"",,20,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",3.35,,,,,,,,"N","CANNIBIS/FLOWER","GRAM","9/8/2017 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,20,"N",0,"","","N","N","","",,"Y","Y","","",,"9/8/2017 04:02:44.000 PM",0,"9/8/2017 09:59:02.000 AM","MAX","","0x00000000002962B3"
"I-0201883","Pre-Roll Sour Joker flower","PRE-ROLL SOUR JOKER FLOWER","Pre-Roll Sour Joker flower","PRE-ROLL SOUR JOKER FLOWER","Pre-Roll Sour J","","","","I","CANNIBIS","PRE-ROLL","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,,,,,"","","","","","",,,,"",,10,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",3.5,,,,,,,,"N","CANNIBIS/PRE-ROLL","GRAM","9/25/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,10,"N",0,"","","N","N","","",,"Y","Y","","",,"9/25/2017 05:43:01.777 PM",0,"9/8/2017 01:21:21.000 PM","MAX","","0x00000000002B1981"
"I-0201884","Ascend Bliss 500mg","ASCEND BLISS 500MG","Ascend Bliss 500mg","ASCEND BLISS 500MG","Ascend Bliss 50","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",0.5,,,,,"","","","","","",,,,"",,70,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",25,,,,,,,,"N","CANNIBIS/CONC","EACH","10/14/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,70,"N",0,"","","N","N","","",,"Y","Y","","",,"10/14/2017 07:47:00.103 PM",0,"9/8/2017 01:53:34.000 PM","MAX","","0x00000000002D0774"
"I-0201885","Edipure CBD Georgia Peach","EDIPURE CBD GEORGIA PEACH","Edipure CBD Georgia Peach","EDIPURE CBD GEORGIA PEACH","Edipure CBD Geo","","","","I","CANNIBIS","EDIBLES","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",0.001,,,,,"","","","","","",,,,"",,25,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",10,,,,,,,,"N","CANNIBIS/EDIBLES","EACH","9/23/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,25,"N",0,"","","N","N","","",,"Y","Y","","",,"9/23/2017 05:01:54.993 PM",0,"9/9/2017 10:40:17.000 AM","MAX","","0x00000000002AE5C0"
"I-0201886","Animas River Kush 7g","ANIMAS RIVER KUSH 7G","Animas River Kush 7g","ANIMAS RIVER KUSH 7G","Animas River Ku","","","","I","CANNIBIS","FLOWER","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"1/4th","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",7,7.1,,,,"","","","","","",,,,"",,110,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",23.44,,,,,,,,"N","CANNIBIS/FLOWER","1/4th","9/14/2017 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,110,"N",0,"","","N","N","","",,"Y","Y","","",,"9/14/2017 05:30:08.947 PM",0,"9/14/2017 11:24:11.000 AM","MAX","","0x00000000002A031E"
"I-0201887","Animas River Kush 3.5g","ANIMAS RIVER KUSH 3.5G","Animas River Kush 3.5g","ANIMAS RIVER KUSH 3.5G","Animas River Ku","","","","I","CANNIBIS","FLOWER","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"1/8th","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",3.6,3.5,,,,"","","","","","",,,,"",,60,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",11.72,,,,,,,,"N","CANNIBIS/FLOWER","1/8th","9/14/2017 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,60,"N",0,"","","N","N","","",,"Y","Y","","",,"9/14/2017 05:30:08.993 PM",0,"9/14/2017 11:24:59.000 AM","MAX","","0x00000000002A031F"
"I-0201888","Animas River Kush 1g","ANIMAS RIVER KUSH 1G","Animas River Kush 1g","ANIMAS RIVER KUSH 1G","Animas River Ku","","","","I","CANNIBIS","FLOWER","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1.05,1,,,,"","","","","","",,,,"",,20,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",3.35,,,,,,,,"N","CANNIBIS/FLOWER","GRAM","9/14/2017 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,20,"N",0,"","","N","N","","",,"Y","Y","","",,"9/14/2017 09:23:45.650 PM",0,"9/14/2017 11:25:55.000 AM","MAX","","0x00000000002A0725"
"I-0201889","Agent Orange 3.5g","AGENT ORANGE 3.5G","Agent Orange 3.5g","AGENT ORANGE 3.5G","Agent Orange 3.","","","","I","CANNIBIS","FLOWER","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"1/8th","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",3.6,3.5,,,,"","","","","","",,,,"",,60,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",11.72,,,,,,,,"N","CANNIBIS/FLOWER","1/8th","9/14/2017 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,60,"N",0,"","","N","N","","",,"Y","Y","","",,"9/14/2017 09:14:38.140 PM",0,"9/14/2017 03:09:22.000 PM","MAX","","0x00000000002A06CB"
"I-0201890","Agent Orange 1g","AGENT ORANGE 1G","Agent Orange 1g","AGENT ORANGE 1G","Agent Orange 1g","","","","I","CANNIBIS","SPECIALS","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1.05,1,,,,"","","","","","",,,,"",,12,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",3.35,,,,,,,,"N","CANNIBIS/SPECIALS","GRAM","9/14/2017 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,12,"N",0,"","","N","N","","",,"Y","Y","","",,"9/30/2017 05:13:58.797 PM",0,"9/30/2017 11:14:00.000 AM","MAX","","0x00000000002BA0B3"
"I-0201891","It Fruit Punch","IT FRUIT PUNCH","It Fruit Punch","IT FRUIT PUNCH","It Fruit Punch","","","","I","CANNIBIS","EDIBLES","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",0.1,,,,,"","","","","","",,,,"",,25,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",9.75,,,,,,,,"N","CANNIBIS/EDIBLES","EACH","9/15/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,25,"N",0,"","","N","N","","",,"Y","Y","","",,"9/15/2017 08:05:40.920 PM",0,"9/15/2017 02:04:42.000 PM","MAX","","0x00000000002A20EA"
"I-0201892","Pre-Roll Queen Mother G.flower","PRE-ROLL QUEEN MOTHER G.FLOWER","Pre-Roll Queen Mother G.flower","PRE-ROLL QUEEN MOTHER G.FLOWER","Pre-Roll Queen","","","","I","CANNIBIS","PRE-ROLL","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,,,,,"","","","","","",,,,"",,10,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",3.5,,,,,,,,"N","CANNIBIS/PRE-ROLL","GRAM","9/15/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,10,"N",0,"","","N","N","","",,"Y","Y","","",,"9/15/2017 08:39:43.143 PM",0,"9/15/2017 02:39:09.000 PM","MAX","","0x00000000002A21B1"
"I-0201893","Pineapple Express 1g","PINEAPPLE EXPRESS 1G","Pineapple Express 1g","PINEAPPLE EXPRESS 1G","Pineapple Expre","","","","I","CANNIBIS","FLOWER","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1.05,1,,,,"","","","","","",,,,"",,20,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",2.9,,,,,,,,"N","CANNIBIS/FLOWER","GRAM","9/16/2017 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,20,"N",0,"","","N","N","","",,"Y","Y","","",,"9/16/2017 06:11:15.730 PM",0,"9/16/2017 12:06:00.000 PM","MAX","","0x00000000002A3F16"
"I-0201894","Pineapple Express 3.5g","PINEAPPLE EXPRESS 3.5G","Pineapple Express 3.5g","PINEAPPLE EXPRESS 3.5G","Pineapple Expre","","","","I","CANNIBIS","FLOWER","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"1/8th","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",3.6,3.5,,,,"","","","","","",,,,"",,60,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",10.16,,,,,,,,"N","CANNIBIS/FLOWER","1/8th","9/16/2017 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,60,"N",0,"","","N","N","","",,"Y","Y","","",,"9/16/2017 06:11:15.853 PM",0,"9/16/2017 12:06:34.000 PM","MAX","","0x00000000002A3F17"
"I-0201895","Pineapple Express 7g","PINEAPPLE EXPRESS 7G","Pineapple Express 7g","PINEAPPLE EXPRESS 7G","Pineapple Expre","","","","I","CANNIBIS","FLOWER","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"1/4th","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",7.1,7,,,,"","","","","","",,,,"",,110,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",20.31,,,,,,,,"N","CANNIBIS/FLOWER","1/4th","9/16/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,110,"N",0,"","","N","N","","",,"Y","Y","","",,"9/16/2017 06:11:15.907 PM",0,"9/16/2017 12:07:10.000 PM","MAX","","0x00000000002A3F18"
"I-0201896","MJ Hash Bath 6oz","MJ HASH BATH 6OZ","MJ Hash Bath 6oz","MJ HASH BATH 6OZ","MJ Hash Bath 6o","","","","I","CANNIBIS","TOPICALS","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",0.065,,,,,"","","","","","",,,,"",,20,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",8.5,,,,,,,,"N","CANNIBIS/TOPICALS","EACH","9/22/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,20,"N",0,"","","N","N","","",,"Y","Y","","",,"9/22/2017 08:01:39.683 PM",0,"9/22/2017 02:00:34.000 PM","RACHEL","","0x00000000002AC8C7"
"I-0201897","WR 500mg Cart. Sativa","WR 500MG CART. SATIVA","WR 500mg Cart.","WR 500MG CART.","WR 500mg Cart.","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",0.5,,,,,"","","","","","",,,,"",,70,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",28,,,,,,,,"N","CANNIBIS/CONC","EACH","11/3/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,70,"N",0,"","","N","N","","",,"Y","Y","","",,"11/3/2017 04:40:46.570 PM",0,"11/3/2017 10:30:26.000 AM","RACHEL","","0x00000000002ED169"
"I-0201898","C. L. Shatter Cobra Lips","C. L. SHATTER COBRA LIPS","C. L. Shatter Cobra Lips","C. L. SHATTER COBRA LIPS","C. L. Shatter C","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,,,,,"","","","","","",,,,"",,40,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",15.5,,,,,,,,"N","CANNIBIS/CONC","GRAM","10/7/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,40,"N",0,"","","N","N","","",,"Y","Y","","",,"10/7/2017 03:20:45.337 PM",0,"9/23/2017 01:04:49.000 PM","MAX","","0x00000000002C55C3"
"I-0201899","C. L. Shatter Diablo Chem","C. L. SHATTER DIABLO CHEM","C. L. Shatter Diablo Chem","C. L. SHATTER DIABLO CHEM","C. L. Shatter D","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,,,,,"","","","","","",,,,"",,0.01,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",15.5,,,,,,,,"N","CANNIBIS/CONC","GRAM","9/23/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,0.01,"N",0,"","","N","N","","",,"Y","Y","","",,"10/12/2017 08:41:18.990 PM",0,"10/12/2017 02:41:21.000 PM","RACHEL","","0x00000000002CCD32"
